global_uid,global_aqi_snapshot,global_snapshot_utc,station_idx,station_name,station_url,lat,lon,aqi,dominentpol,pm25,pm10,o3,no2,so2,co,t,h,p,w,dew,rain,uv,station_time,station_tz,station_unix,ingested_at_utc,date
14139,91.0,2025-11-23 03:29:42,14139,"Bardowali, Agartala, India",https://aqicn.org/city/india/agartala/bardowali,23.8175497,91.2726974,50,pm25,50.0,34.0,0.5,0.1,11.2,,26.56,70.15,750.0,0.44,19.0,,,2025-11-23 09:00:00,+05:30,1763888400,2025-11-23 03:58:56,2025-11-23
14217,114.0,2025-11-23 03:29:42,14217,"台山端芬,  (江门市台山端芬)",https://aqicn.org/city/guangdong/jiangmenshi/taishanduanfen,22.0608,112.607,102,pm25,102.0,55.0,30.1,11.5,10.2,4.6,20.4,59.7,1018.2,8.0,12.3,99.0,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:04,2025-11-23
14218,38.0,2025-11-23 03:29:42,14218,"罗定罗光,  (云浮市罗定罗光)",https://aqicn.org/city/guangdong/yunfushi/luodingluoguang,22.578889,111.342222,34,pm25,34.0,20.0,25.6,9.6,6.1,4.6,22.2,45.9,1005.1,2.0,10.0,99.4,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:09,2025-11-23
14219,102.0,2025-11-23 03:29:42,14219,"徐闻海安,  (湛江市徐闻海安)",https://aqicn.org/city/guangdong/zhanjiangshi/xuwenhaian,20.521388,110.314666,102,pm25,102.0,55.0,45.1,9.2,5.1,5.5,22.0,64.0,1020.0,4.6,15.0,,,2025-11-23 09:00:00,+08:00,1763888400,2025-11-23 03:59:23,2025-11-23
14221,80.0,2025-11-23 03:29:42,14221,"广宁庄前西,  (肇庆市广宁庄前西)",https://aqicn.org/city/guangdong/zhaoqingshi/guangningzhuangqianxi,23.638817,112.43656,70,pm25,70.0,32.0,24.4,7.8,7.1,6.4,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:59,2025-11-23
14223,112.0,2025-11-23 03:29:42,14223,"高新知青,  (肇庆市高新知青)",https://aqicn.org/city/guangdong/zhaoqingshi/gaoxinzhiqing,23.309117,112.818562,93,pm25,93.0,40.0,38.2,5.1,9.7,2.8,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:38,2025-11-23
14225,80.0,2025-11-23 03:29:42,14225,"封开府前,  (肇庆市封开府前)",https://aqicn.org/city/guangdong/zhaoqingshi/fengkaifuqian,23.425061,111.515576,99,pm25,99.0,46.0,20.8,11.0,1.6,6.4,20.7,54.1,1009.1,1.0,11.1,99.7,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:48,2025-11-23
14227,152.0,2025-11-23 03:29:42,14227,"鹤山南山,  (江门市鹤山南山)",https://aqicn.org/city/guangdong/jiangmenshi/heshannanshan,22.763923,112.969881,154,pm25,154.0,66.0,24.8,27.0,12.2,6.4,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:14,2025-11-23
14230,112.0,2025-11-23 03:29:42,14230,"怀集三江口,  (肇庆市怀集三江口)",https://aqicn.org/city/guangdong/zhaoqingshi/huaijisanjiangkou,23.925704,112.173061,97,pm25,97.0,47.0,20.8,10.6,5.1,3.7,9.2,94.7,1008.9,1.0,8.4,99.8,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:29,2025-11-23
14234,155.0,2025-11-23 03:29:42,14234,"高栏港,  (珠海市高栏港)",https://aqicn.org/city/guangdong/zhuhaishi/gaolangang,21.9391,113.2308,153,pm25,153.0,54.0,45.9,26.1,5.6,6.4,21.5,60.0,1021.0,5.1,13.5,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:04,2025-11-23
14235,91.0,2025-11-23 03:29:42,14235,"黄埔港,  (广州市黄埔港)",https://aqicn.org/city/guangdong/guangzhoushi/huangpugang,23.0972,113.4458,82,pm25,82.0,43.0,32.1,14.2,4.1,3.7,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:39,2025-11-23
14237,122.0,2025-11-23 03:29:42,14237,"虎门港,  (东莞市虎门港)",https://aqicn.org/city/guangdong/dongguanshi/humengang,22.7969,113.6286,107,pm25,107.0,55.0,36.6,22.9,8.2,6.4,24.0,38.0,1021.0,3.6,9.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:27,2025-11-23
14238,74.0,2025-11-23 03:29:42,14238,"陆河河田,  (汕尾市陆河河田)",https://aqicn.org/city/guangdong/shanweishi/luhehetian,23.1819,115.40912,76,pm25,76.0,32.0,27.7,11.5,3.1,5.5,23.3,49.0,1019.0,3.0,12.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:04,2025-11-23
14239,160.0,2025-11-23 03:29:42,14239,"新丰丰城,  (韶关市新丰丰城)",https://aqicn.org/city/guangdong/shaoguanshi/xinfengfengcheng,24.064879,114.232013,159,pm25,159.0,64.0,17.9,17.9,44.1,9.1,19.7,46.8,989.2,1.0,8.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:54,2025-11-23
14240,95.0,2025-11-23 03:29:42,14240,"翁源龙仙,  (韶关市翁源龙仙)",https://aqicn.org/city/guangdong/shaoguanshi/wengyuanlongxian,24.362844,114.143038,80,pm25,80.0,41.0,34.2,6.0,4.1,5.5,19.7,46.8,989.2,1.0,8.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:50,2025-11-23
14241,68.0,2025-11-23 03:29:42,14241,"大埔湖寮,  (梅州市大埔湖寮)",https://aqicn.org/city/guangdong/meizhoushi/dapuhuliao,24.210664,116.411486,70,pm25,70.0,39.0,33.3,4.2,2.6,6.4,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:58,2025-11-23
14243,109.0,2025-11-23 03:29:42,14243,"阳山城北,  (清远市阳山城北)",https://aqicn.org/city/guangdong/qingyuanshi/yangshanchengbei,24.477909,112.642972,99,pm25,99.0,41.0,19.5,7.8,3.6,10.9,9.2,94.7,1008.9,1.0,8.4,99.8,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:20,2025-11-23
14245,85.0,2025-11-23 03:29:42,14245,"连山广德,  (清远市连山广德)",https://aqicn.org/city/guangdong/qingyuanshi/lianshanguangde,24.572861,112.105194,74,pm25,74.0,37.0,28.9,6.9,3.6,4.6,9.2,94.7,1008.9,1.0,8.4,99.8,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:43,2025-11-23
14247,82.0,2025-11-23 03:29:42,14247,"连南城东,  (清远市连南城东)",https://aqicn.org/city/guangdong/qingyuanshi/liannanchengdong,24.728972,112.282027,85,pm25,85.0,36.0,23.6,7.8,6.1,6.4,9.2,94.7,1008.9,1.0,8.4,99.8,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:38,2025-11-23
14249,93.0,2025-11-23 03:29:42,14249,"连州城东,  (清远市连州城东)",https://aqicn.org/city/guangdong/qingyuanshi/lianzhouchengdong,24.7929,112.391601,85,pm25,85.0,42.0,26.4,6.0,5.6,6.4,9.2,94.7,1008.9,1.0,8.4,99.8,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:00,2025-11-23
14250,63.0,2025-11-23 03:29:42,14250,"陆丰迎仙桥,  (汕尾市陆丰迎仙桥)",https://aqicn.org/city/guangdong/shanweishi/lufengyingxianqiao,22.944338,115.644099,61,pm25,61.0,28.0,36.6,7.4,5.1,10.0,23.3,49.0,1019.0,3.0,12.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:51,2025-11-23
14251,63.0,2025-11-23 03:29:42,14251,"海丰牛黄山,  (汕尾市海丰牛黄山)",https://aqicn.org/city/guangdong/shanweishi/haifengniuhuangshan,22.972396,115.324567,63,pm25,63.0,39.0,32.5,8.3,3.1,7.3,23.3,49.0,1019.0,3.0,12.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:52,2025-11-23
14252,104.0,2025-11-23 03:29:42,14252,"丰顺汤坑,  (梅州市丰顺汤坑)",https://aqicn.org/city/guangdong/meizhoushi/fengshuntangkang,23.4433,116.1057,95,pm25,95.0,55.0,31.7,12.8,5.6,5.5,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:31,2025-11-23
14255,99.0,2025-11-23 03:29:42,14255,"乳源乳城,  (韶关市乳源乳城)",https://aqicn.org/city/guangdong/shaoguanshi/ruyuanrucheng,24.775104,113.284707,91,pm25,91.0,48.0,25.6,6.4,4.6,6.4,17.5,54.8,1009.5,1.0,8.3,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:28,2025-11-23
14261,129.0,2025-11-23 03:29:42,14261,"南沙黄阁,  (广州市南沙黄阁)",https://aqicn.org/city/guangdong/guangzhoushi/nanshahuangge,22.8168,113.4922,109,pm25,109.0,58.0,50.6,18.8,11.7,6.4,24.0,38.0,1021.0,3.6,9.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:53,2025-11-23
14263,65.0,2025-11-23 03:29:42,14263,"增城派潭,  (广州市增城派潭)",https://aqicn.org/city/guangdong/guangzhoushi/zengchengpaitan,23.496093,113.790235,65,pm25,65.0,33.0,33.8,6.9,5.1,4.6,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:51,2025-11-23
14264,89.0,2025-11-23 03:29:42,14264,"增城荔城,  (广州市增城荔城)",https://aqicn.org/city/guangdong/guangzhoushi/zengchenglicheng,23.2614,113.8051,85,pm25,85.0,37.0,33.3,6.9,5.6,5.5,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 04:00:00,2025-11-23
14267,93.0,2025-11-23 03:29:42,14267,"始兴丹凤,  (韶关市始兴丹凤)",https://aqicn.org/city/guangdong/shaoguanshi/shixingdanfeng,24.959292,114.070703,95,pm25,95.0,46.0,22.4,9.2,6.1,4.6,17.5,54.8,1009.5,1.0,8.3,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:04,2025-11-23
14271,93.0,2025-11-23 03:29:42,14271,"东莞松山湖,  (东莞市东莞松山湖)",https://aqicn.org/city/guangdong/dongguanshi/dongguansongshanhu,22.925278,113.881944,89,pm25,89.0,56.0,34.2,28.4,6.1,6.4,24.0,38.0,1021.0,3.6,9.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:23,2025-11-23
14275,132.0,2025-11-23 03:29:42,14275,"横琴,  (珠海市横琴)",https://aqicn.org/city/guangdong/zhuhaishi/hengqin,22.1163,113.5433,102,pm25,102.0,51.0,45.5,13.8,5.6,3.7,21.5,60.0,1021.0,5.1,13.5,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:09,2025-11-23
14278,102.0,2025-11-23 03:29:42,14278,"南海狮山,  (佛山市南海狮山)",https://aqicn.org/city/guangdong/fushanshi/nanhaishishan,23.17846,112.989113,85,pm25,85.0,51.0,28.1,14.2,6.6,3.7,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:32,2025-11-23
14279,89.0,2025-11-23 03:29:42,14279,"三水南山,  (佛山市三水南山)",https://aqicn.org/city/guangdong/fushanshi/sanshuinanshan,23.530838,112.880875,82,pm25,82.0,36.0,39.0,7.8,12.2,3.7,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:35,2025-11-23
14285,109.0,2025-11-23 03:29:42,14285,"中山小榄,  (中山市中山小榄)",https://aqicn.org/city/guangdong/zhongshanshi/zhongshanxiaolan,22.652147,113.272734,87,pm25,87.0,55.0,28.9,22.4,6.6,5.5,24.0,38.0,1021.0,3.6,9.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:41,2025-11-23
14288,102.0,2025-11-23 03:29:42,14288,"开平卫民,  (江门市开平卫民)",https://aqicn.org/city/guangdong/jiangmenshi/kaipingweimin,22.382749,112.713362,114,pm25,114.0,53.0,33.8,12.8,5.6,5.5,21.5,60.0,1021.0,5.1,13.5,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:15,2025-11-23
14289,112.0,2025-11-23 03:29:42,14289,"台山上朗,  (江门市台山上朗)",https://aqicn.org/city/guangdong/jiangmenshi/taishanshanglang,22.250069,112.80873,102,pm25,102.0,53.0,33.8,17.4,7.6,6.4,21.5,60.0,1021.0,5.1,13.5,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:35,2025-11-23
14291,114.0,2025-11-23 03:29:42,14291,"佛冈沿江,  (清远市佛冈沿江)",https://aqicn.org/city/guangdong/qingyuanshi/fugangyanjiang,23.8825,113.5238,132,pm25,132.0,53.0,27.7,8.3,14.2,9.1,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:05,2025-11-23
14292,89.0,2025-11-23 03:29:42,14292,"清城银盏,  (清远市清城银盏)",https://aqicn.org/city/guangdong/qingyuanshi/qingchengyinzhan,23.559154,113.146471,82,pm25,82.0,48.0,28.5,11.0,9.2,7.3,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:22,2025-11-23
14293,109.0,2025-11-23 03:29:42,14293,"英德城南,  (清远市英德城南)",https://aqicn.org/city/guangdong/qingyuanshi/yingdechengnan,24.174395,113.41942,119,pm25,119.0,65.0,12.2,20.6,10.7,9.1,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:35,2025-11-23
14295,139.0,2025-11-23 03:29:42,14295,"和平新华,  (河源市和平新华)",https://aqicn.org/city/guangdong/heyuanshi/hepingxinhua,24.407083,114.939138,132,pm25,132.0,55.0,27.7,15.1,10.2,9.1,19.7,46.8,989.2,1.0,8.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:15,2025-11-23
14296,61.0,2025-11-23 03:29:42,14296,"连平连中,  (河源市连平连中)",https://aqicn.org/city/guangdong/heyuanshi/lianpinglianzhong,24.375277,114.473055,59,pm25,59.0,30.0,39.8,3.7,4.6,4.6,19.7,46.8,989.2,1.0,8.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:08,2025-11-23
14297,80.0,2025-11-23 03:29:42,14297,"连平东园,  (河源市连平东园)",https://aqicn.org/city/guangdong/heyuanshi/lianpingdongyuan,24.366944,114.492777,76,pm25,76.0,32.0,31.3,8.3,4.1,3.7,19.7,46.8,989.2,1.0,8.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:10,2025-11-23
14299,82.0,2025-11-23 03:29:42,14299,"龙川老隆,  (河源市龙川老隆)",https://aqicn.org/city/guangdong/heyuanshi/longchuanlaolong,24.111183,115.283371,87,pm25,87.0,42.0,32.5,6.9,6.1,4.6,19.9,49.8,1008.9,1.0,9.1,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:12,2025-11-23
14300,82.0,2025-11-23 03:29:42,14300,"紫金紫城,  (河源市紫金紫城)",https://aqicn.org/city/guangdong/heyuanshi/zijinzicheng,23.644268,115.195303,74,pm25,74.0,35.0,29.3,6.0,3.6,7.3,19.9,49.8,1008.9,1.0,9.1,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:57,2025-11-23
14301,78.0,2025-11-23 03:29:42,14301,"蕉岭镇山,  (梅州市蕉岭镇山)",https://aqicn.org/city/guangdong/meizhoushi/jiaolingzhenshan,24.394411,116.10794,80,pm25,80.0,51.0,24.4,6.9,5.1,4.6,20.0,50.8,1008.6,1.0,9.5,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:55,2025-11-23
14302,63.0,2025-11-23 03:29:42,14302,"平远大道,  (梅州市平远大道)",https://aqicn.org/city/guangdong/meizhoushi/pingyuandadao,24.334994,115.533932,65,pm25,65.0,33.0,26.9,5.5,3.1,2.8,20.0,50.8,1008.6,1.0,9.5,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:37,2025-11-23
14303,107.0,2025-11-23 03:29:42,14303,"五华水寨,  (梅州市五华水寨)",https://aqicn.org/city/guangdong/meizhoushi/wuhuashuizhai,23.55473,115.465181,99,pm25,99.0,53.0,26.0,6.9,4.6,3.7,19.9,49.8,1008.9,1.0,9.1,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:06,2025-11-23
14304,80.0,2025-11-23 03:29:42,14304,"兴宁南坛,  (梅州市兴宁南坛)",https://aqicn.org/city/guangdong/meizhoushi/xingningnantan,24.81406,115.435232,74,pm25,74.0,46.0,30.9,5.5,7.1,4.6,19.1,47.9,987.0,1.0,7.8,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:49,2025-11-23
14305,72.0,2025-11-23 03:29:42,14305,"博罗罗阳,  (惠州市博罗罗阳)",https://aqicn.org/city/guangdong/huizhoushi/boluoluoyang,23.174541,114.293803,72,pm25,72.0,40.0,28.9,13.8,4.1,7.3,23.4,50.0,1019.6,1.0,12.4,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:28,2025-11-23
14306,68.0,2025-11-23 03:29:42,14306,"惠东莲花地,  (惠州市惠东莲花地)",https://aqicn.org/city/guangdong/huizhoushi/huidonglianhuadi,22.99122,114.737797,72,pm25,72.0,29.0,32.9,6.0,5.1,5.5,22.8,69.8,1019.8,1.0,,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:45,2025-11-23
14307,63.0,2025-11-23 03:29:42,14307,"龙门县龙城,  (惠州市龙门县龙城)",https://aqicn.org/city/guangdong/huizhoushi/longmenxianlongcheng,23.736634,114.250945,68,pm25,68.0,35.0,37.0,3.7,4.1,3.7,19.9,49.8,1008.9,1.0,9.1,99.1,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:49,2025-11-23
14308,,2025-11-23 03:29:42,14308,"仲恺陈江,  (惠州市仲恺陈江)",https://aqicn.org/city/guangdong/huizhoushi/zhongkaichenjiang,23.013941,114.325313,46,pm10,91.0,46.0,38.6,9.2,3.6,3.7,23.4,50.0,1019.6,1.0,12.4,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:28,2025-11-23
14309,114.0,2025-11-23 03:29:42,14309,"潮安庵北,  (潮州市潮安庵北)",https://aqicn.org/city/guangdong/chaozhoushi/chaoananbei,23.467778,116.671944,107,pm25,107.0,64.0,35.4,17.4,9.7,2.8,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:43,2025-11-23
14410,65.0,2025-11-23 03:29:42,14310,"饶平城北,  (潮州市饶平城北)",https://aqicn.org/city/guangdong/chaozhoushi/raopingchengbei,23.686944,117.0075,89,pm25,89.0,40.0,36.6,6.4,1.1,2.8,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:58,2025-11-23
14311,168.0,2025-11-23 03:29:42,14311,"产业园龙尾,  (揭阳市产业园龙尾)",https://aqicn.org/city/guangdong/jieyangshi/chanyeyuanlongwei,23.580922,116.152645,154,pm25,154.0,58.0,32.1,9.2,8.7,6.4,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:23,2025-11-23
14312,102.0,2025-11-23 03:29:42,14312,"惠来惠城,  (揭阳市惠来惠城)",https://aqicn.org/city/guangdong/jieyangshi/huilaihuicheng,23.036388,116.289722,91,pm25,91.0,46.0,41.5,6.0,4.1,4.6,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:58:58,2025-11-23
14313,132.0,2025-11-23 03:29:42,14313,"曲溪,  (揭阳市曲溪)",https://aqicn.org/city/guangdong/jieyangshi/quxi,23.5699,116.403,132,pm25,132.0,59.0,34.6,11.5,2.6,5.5,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:32,2025-11-23
14314,97.0,2025-11-23 03:29:42,14314,"揭西河婆,  (揭阳市揭西河婆)",https://aqicn.org/city/guangdong/jieyangshi/jiexihepo,23.451721,115.861473,99,pm25,99.0,26.0,39.0,10.6,7.6,6.4,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:24,2025-11-23
14315,153.0,2025-11-23 03:29:42,14315,"普宁城北,  (揭阳市普宁城北)",https://aqicn.org/city/guangdong/jieyangshi/puningchengbei,23.30725,116.158694,149,pm25,149.0,70.0,44.3,8.7,4.6,5.5,22.0,49.0,1021.0,0.5,11.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:34,2025-11-23
14317,82.0,2025-11-23 03:29:42,14317,"阳春城东,  (阳江市阳春城东)",https://aqicn.org/city/guangdong/yangjiangshi/yangchunchengdong,22.177671,111.804279,91,pm25,91.0,50.0,32.1,10.1,8.2,6.4,22.3,45.9,1010.7,3.0,10.1,99.5,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:20,2025-11-23
14318,95.0,2025-11-23 03:29:42,14318,"阳东陶然,  (阳江市阳东陶然)",https://aqicn.org/city/guangdong/yangjiangshi/yangdongtaoran,21.8749,112.0125,85,pm25,85.0,50.0,40.3,8.7,5.1,4.6,22.3,45.9,1010.7,3.0,10.1,99.5,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:58,2025-11-23
14319,97.0,2025-11-23 03:29:42,14319,"阳西城区,  (阳江市阳西城区)",https://aqicn.org/city/guangdong/yangjiangshi/yangxichengqu,21.756039,111.613483,87,pm25,87.0,38.0,38.2,8.7,7.6,8.2,22.3,45.9,1010.7,3.0,10.1,99.5,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:31,2025-11-23
14320,122.0,2025-11-23 03:29:42,14320,"雷州朝南,  (湛江市雷州朝南)",https://aqicn.org/city/guangdong/zhanjiangshi/leizhouchaonan,20.913124,110.105929,109,pm25,109.0,59.0,41.5,8.3,10.7,5.5,23.9,44.0,1014.8,3.0,10.9,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:17,2025-11-23
14321,137.0,2025-11-23 03:29:42,14321,"廉江新兴,  (湛江市廉江新兴)",https://aqicn.org/city/guangdong/zhanjiangshi/lianjiangxinxing,21.613355,110.296686,107,pm25,107.0,58.0,34.2,6.9,8.2,7.3,23.9,44.0,1014.8,3.0,10.9,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:54,2025-11-23
14323,144.0,2025-11-23 03:29:42,14323,"吴川梅岭,  (湛江市吴川梅岭)",https://aqicn.org/city/guangdong/zhanjiangshi/wuchuanmeiling,21.447128,110.786367,124,pm25,124.0,66.0,34.6,11.9,16.8,8.2,23.9,44.0,1014.8,3.0,10.9,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:49,2025-11-23
14324,76.0,2025-11-23 03:29:42,14324,"徐闻东方路,  (湛江市徐闻东方路)",https://aqicn.org/city/guangdong/zhanjiangshi/xuwendongfanglu,20.342398,110.198618,72,pm25,72.0,41.0,57.1,5.5,2.6,4.6,24.0,60.0,1020.0,5.6,16.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:16,2025-11-23
14325,91.0,2025-11-23 03:29:42,14325,"电白水东,  (茂名市电白水东)",https://aqicn.org/city/guangdong/maomingshi/dianbaishuidong,21.5165,111.01,82,pm25,82.0,52.0,37.8,7.4,10.2,5.5,23.9,44.0,1014.8,3.0,10.9,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:14,2025-11-23
14326,104.0,2025-11-23 03:29:42,14326,"高州教育,  (茂名市高州教育)",https://aqicn.org/city/guangdong/maomingshi/gaozhoujiaoyu,21.919196,110.86338,117,pm25,117.0,53.0,29.7,8.7,5.6,6.4,22.2,45.9,1005.1,2.0,10.0,99.4,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:13,2025-11-23
14328,129.0,2025-11-23 03:29:42,14328,"化州博龙,  (茂名市化州博龙)",https://aqicn.org/city/guangdong/maomingshi/huazhoubolong,21.64168,110.662698,137,pm25,137.0,64.0,33.3,8.3,12.7,6.4,23.9,44.0,1014.8,3.0,10.9,99.2,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:03,2025-11-23
14329,97.0,2025-11-23 03:29:42,14329,"信宜六谢,  (茂名市信宜六谢)",https://aqicn.org/city/guangdong/maomingshi/xinyiliuxie,22.349098,110.935868,102,pm25,102.0,48.0,36.6,8.3,7.1,4.6,22.2,45.9,1005.1,2.0,10.0,99.4,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:25,2025-11-23
14331,165.0,2025-11-23 03:29:42,14331,"高要湖西,  (肇庆市高要湖西)",https://aqicn.org/city/guangdong/zhaoqingshi/gaoyaohuxi,23.0166,112.4575,102,pm25,102.0,62.0,13.9,20.6,9.2,5.5,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:48,2025-11-23
14332,122.0,2025-11-23 03:29:42,14332,"罗定兴华,  (云浮市罗定兴华)",https://aqicn.org/city/guangdong/yunfushi/luodingxinghua,22.761743,111.594533,122,pm25,122.0,40.0,19.5,15.6,12.2,9.1,22.2,45.9,1005.1,2.0,10.0,99.4,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:13,2025-11-23
14334,107.0,2025-11-23 03:29:42,14334,"新兴南外,  (云浮市新兴南外)",https://aqicn.org/city/guangdong/yunfushi/xinxingnanwai,22.694085,112.234114,117,pm25,117.0,61.0,23.2,16.0,2.6,5.5,20.2,57.7,1015.5,1.0,11.6,99.6,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:46,2025-11-23
14335,61.0,2025-11-23 03:29:42,14335,"郁南城西,  (云浮市郁南城西)",https://aqicn.org/city/guangdong/yunfushi/yunanchengxi,23.232962,111.537261,78,pm25,78.0,51.0,9.0,21.1,4.1,5.5,20.7,54.1,1009.1,1.0,11.1,99.7,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:10,2025-11-23
14337,122.0,2025-11-23 03:29:42,14337,"北郊,  (江门市北郊)",https://aqicn.org/city/guangdong/jiangmenshi/beijiao,22.2033,112.3425,91,pm25,91.0,44.0,35.4,11.5,6.1,5.5,22.3,45.9,1010.7,3.0,10.1,99.5,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:18,2025-11-23
14344,85.0,2025-11-23 03:29:42,14344,"黄埔科学城,  (广州市黄埔科学城)",https://aqicn.org/city/guangdong/guangzhoushi/huangpukexuecheng,23.1716,113.4256,76,pm25,76.0,33.0,35.8,8.7,4.6,4.6,23.5,34.0,1021.5,2.0,7.0,,,2025-11-23 11:00:00,+08:00,1763895600,2025-11-23 03:59:55,2025-11-23
